FECHA,MES,RANGO HORARIO,DIA SEMANA,DISTRITO,LUGAR DEL ACCIDENTE,NUM PARTE,NUM VICTIMAS,TIPO ACCIDENTE,TIPO PERSONA,SEXO,LESIVIDAD,Tramo Edad
2018-06-04,JUNIO,DE 12:00 A 12:59,LUNES,PUENTE DE VALLECAS,CALLE DE EMBAJADORES - CALLE DE SANTA CATALINA0,2018/5688,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-06-04,JUNIO,DE 20:00 A 20:59,LUNES,USERA,AVENIDA DE RAFAELA YBARRA - CALLE DE FERMIN DONAIRE 0,2018/6018,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 10 A 14 
2018-06-05,JUNIO,DE 1:00 A 1:59,MARTES,TETUAN,CALLE DE BRAVO MURILLO NUM  375,2018/5783,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 18 A 20 
2018-06-05,JUNIO,DE 8:00 A 8:59,MARTES,FUENCARRAL-EL PARDO,CALLE DE SANTIAGO DE COMPOSTELA - PLAZA DE VILLAFRANCA DE LOS BARROS  0,2018/5725,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-06-05,JUNIO,DE 14:00 A 14:59,MARTES,LATINA,AVENIDA DEL PADRE PIQUER NUM8,2018/5729,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-06-07,JUNIO,DE 8:00 A 8:59,JUEVES,FUENCARRAL-EL PARDO,CALLE DE FRANCISCO TARREGA - CALLE DE ISABEL COLBRAND  0,2018/5821,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-06-07,JUNIO,DE 21:00 A 21:59,JUEVES,CENTRO,CALLE DE HERNAN CORTES NUM  22,2018/5967,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-06-08,JUNIO,DE 14:00 A 14:59,VIERNES,RETIRO,PASEO DEL PRADO - PLAZA DE MURILLO0,2018/5840,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-06-08,JUNIO,DE 16:00 A 16:59,VIERNES,VILLA DE VALLECAS,AVENIDA DEL ENSANCHE DE VALLECAS NUM 56,2018/5849,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HG                                      ,DE 10 A 14 
2018-06-08,JUNIO,DE 17:00 A 17:59,VIERNES,CENTRO,CALLE  GRAN VIA NUM73,2018/6015,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-06-09,JUNIO,DE 10:00 A 10:59,SABADO,VILLA DE VALLECAS,CARRETERA DE VILLAVERDE A VALLECAS NUM  250,2018/5999,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-06-09,JUNIO,DE 12:00 A 12:59,SABADO,VILLAVERDE,CALLE DE DOMINGO PARRAGA NUM62,2018/5924,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 70 A 74 
2018-06-09,JUNIO,DE 13:00 A 13:59,SABADO,USERA,PARQUE DE MADRID RIO (RIBERA OESTE) KM. 6500,2018/5921,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 50 A 54 
2018-06-10,JUNIO,DE 20:00 A 20:59,DOMINGO,CENTRO,CALLE DE FERNANDO VI NUM 14,2018/6067,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-06-11,JUNIO,DE 2:00 A 2:59,LUNES,RETIRO,PASEO DEL PRADO NUM13,2018/5912,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HG                                      ,DE 30 A 34 
2018-06-12,JUNIO,DE 15:00 A 15:59,MARTES,ARGANZUELA,CALLE DE MENDEZ ALVARO NUM  9,2018/6011,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 55 A 59 
2018-06-13,JUNIO,DE 00:00 A 00:59,MIERCOLES,CENTRO,CALLE DE BEATRIZ GALINDO NUM4,2018/6578,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-06-13,JUNIO,DE 00:00 A 00:59,MIERCOLES,CENTRO,CALLE DE BEATRIZ GALINDO NUM4,2018/6578,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,IL                                      ,DE 30 A 34 
2018-06-13,JUNIO,DE 4:00 A 4:59,MIERCOLES,CHAMBERI,CALLE DE DONOSO CORTES - CALLE DE MAGALLANES  0,2018/5991,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 18 A 20 
2018-06-13,JUNIO,DE 18:00 A 18:59,MIERCOLES,CHAMBERI,PASEO DE LA CASTELLANA - PLAZA DEL DOCTOR MARAON0,2018/6064,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 21 A 24 
2018-06-14,JUNIO,DE 14:00 A 14:59,JUEVES,TETUAN,CALLE DE PALENCIA - CALLE DE SAN ANTONIO0,2018/6199,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE MAS DE 74  
2018-06-14,JUNIO,DE 17:00 A 17:59,JUEVES,CENTRO,GRAN VIA DE SAN FRANCISCO NUM  5,2018/6507,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-06-14,JUNIO,DE 17:00 A 17:59,JUEVES,CHAMARTIN,CALLE DE CORAZON DE MARIA NUM  15,2018/6104,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 10 A 14 
2018-06-15,JUNIO,DE 3:00 A 3:59,VIERNES,CENTRO,CALLE DE ALCALA - PLAZA DE CIBELES0,2018/6076,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HG                                      ,DE 25 A 29 
2018-06-15,JUNIO,DE 14:00 A 14:59,VIERNES,LATINA,CARRETERA DEL BARRIO DE LA FORTUNA NUM  8,2018/6189,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-06-16,JUNIO,DE 7:00 A 7:59,SABADO,VICALVARO,CALLE DE RIVAS NUM 5,2018/6148,2,COLISION MÚLTIPLE                       ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-06-16,JUNIO,DE 7:00 A 7:59,SABADO,VICALVARO,CALLE DE RIVAS NUM 5,2018/6148,2,COLISION MÚLTIPLE                       ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-06-16,JUNIO,DE 22:00 A 22:59,SABADO,PUENTE DE VALLECAS,CALLE DE LOS LEONESES NUM6,2018/6677,1,CHOQUE CON OBJETO FIJO                  ,CONDUCTOR,HOMBRE,HG                                      ,DE 55 A 59 
2018-06-17,JUNIO,DE 9:00 A 9:59,DOMINGO,FUENCARRAL-EL PARDO,CALLE DE ARROYOFRESNO NUM25,2018/6192,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-06-17,JUNIO,DE 9:00 A 9:59,DOMINGO,FUENCARRAL-EL PARDO,CALLE DE ARROYOFRESNO NUM25,2018/6192,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-06-17,JUNIO,DE 13:00 A 13:59,DOMINGO,RETIRO,AVENIDA DE LA CIUDAD DE BARCELONA NUM57,2018/6177,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 35 A 39 
2018-06-18,JUNIO,DE 13:00 A 13:59,LUNES,CENTRO,CALLE DE LA RIBERA DE CURTIDORES NUM 27,2018/6223,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 55 A 59 
2018-06-18,JUNIO,DE 18:00 A 18:59,LUNES,ARGANZUELA,PASEO DE LAS ACACIAS NUM 50,2018/6237,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 18 A 20 
2018-06-18,JUNIO,DE 18:00 A 18:59,LUNES,FUENCARRAL-EL PARDO,CALLE DE SINESIO DELGADO NUM32,2018/6242,1,CHOQUE CON OBJETO FIJO                  ,CONDUCTOR,HOMBRE,HL                                      ,DE 18 A 20 
2018-06-18,JUNIO,DE 19:00 A 19:59,LUNES,CENTRO,CALLE DE LA RIBERA DE CURTIDORES NUM 25,2018/6214,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-06-18,JUNIO,DE 19:00 A 19:59,LUNES,SALAMANCA,CALLE DE VITRUVIO - PASEO DE LA CASTELLANA 0,2018/6239,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 18 A 20 
2018-06-18,JUNIO,DE 20:00 A 20:59,LUNES,CARABANCHEL,PUENTE DE SAN ISIDRO  0,2018/6343,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 30 A 34 
2018-06-18,JUNIO,DE 20:00 A 20:59,LUNES,RETIRO,PASEO DE URUGUAY - PASEO DEL FERNAN NUEZ  0,2018/6241,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 55 A 59 
2018-06-19,JUNIO,DE 12:00 A 12:59,MARTES,TETUAN,CALLE DE OFELIA NIETO NUM64,2018/6321,1,ATROPELLO                               ,CONDUCTOR,HOMBRE,IL                                      ,DE 35 A 39 
2018-06-19,JUNIO,DE 14:00 A 14:59,MARTES,SALAMANCA,CALLE DE ALCALA NUM217,2018/6266,1,ATROPELLO                               ,CONDUCTOR,HOMBRE,IL                                      ,DE 50 A 54 
2018-06-19,JUNIO,DE 17:00 A 17:59,MARTES,TETUAN,PLAZA DE CASTILLA NUM 1,2018/6258,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-06-19,JUNIO,DE 18:00 A 18:59,MARTES,VILLAVERDE,CALLE DE EL BERRUECO - CALLE DE LA ACEBEDA 0,2018/6259,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-06-19,JUNIO,DE 19:00 A 19:59,MARTES,CENTRO,CALLE  GRAN VIA - CALLE DE SAN BERNARDO 0,2018/6628,3,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 18 A 20 
2018-06-19,JUNIO,DE 19:00 A 19:59,MARTES,CENTRO,CALLE  GRAN VIA - CALLE DE SAN BERNARDO 0,2018/6628,3,COLISION DOBLE                          ,VIAJERO,HOMBRE,HL                                      ,DE 18 A 20 
2018-06-19,JUNIO,DE 21:00 A 21:59,MARTES,MONCLOA-ARAVACA,CAMINO DE VALDEZA - CARRETERA DE LA CIUDAD UNIVERSITARIA  0,2018/6296,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HG                                      ,DE 21 A 24 
2018-06-19,JUNIO,DE 21:00 A 21:59,MARTES,MONCLOA-ARAVACA,CAMINO DE VALDEZA - CARRETERA DE LA CIUDAD UNIVERSITARIA  0,2018/6296,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 50 A 54 
2018-06-20,JUNIO,DE 11:00 A 11:59,MIERCOLES,CENTRO,CALLE DE BARBARA DE BRAGANZA - PASEO DE RECOLETOS0,2018/6755,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 60 A 64 
2018-06-20,JUNIO,DE 19:00 A 19:59,MIERCOLES,CENTRO,CALLE  MAYOR - CALLE DEL SIETE DE JULIO 0,2018/6331,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-06-20,JUNIO,DE 20:00 A 20:59,MIERCOLES,CIUDAD LINEAL,CALLE DE LA VIRGEN DEL PORTILLO NUM  35,2018/6503,1,CHOQUE CON OBJETO FIJO                  ,CONDUCTOR,MUJER,HL                                      ,DE 40 A 44 
2018-06-21,JUNIO,DE 15:00 A 15:59,JUEVES,ARGANZUELA,CALLE DE LA BATALLA DEL SALADO - CALLE DEL GENERAL PALANCA0,2018/6388,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 21 A 24 
2018-06-21,JUNIO,DE 18:00 A 18:59,JUEVES,BARAJAS,PARQUE DE JUAN CARLOS I NUM 1,2018/6353,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 10 A 14 
2018-06-21,JUNIO,DE 22:00 A 22:59,JUEVES,LATINA,CALLE DE LA ALHAMBRA - PLAZA DE ACHICORIA  0,2018/6390,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 35 A 39 
2018-06-23,JUNIO,DE 11:00 A 11:59,SABADO,LATINA,PASEO DEL MARQUES DE MONISTROL NUM5,2018/6434,1,ATROPELLO                               ,CONDUCTOR,HOMBRE,IL                                      ,DE 45 A 49 
2018-06-24,JUNIO,DE 10:00 A 10:59,DOMINGO,CENTRO,CALLE DE GENOVA - CALLE DEL MARQUES DE LA ENSENADA  0,2018/6577,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-06-25,JUNIO,DE 10:00 A 10:59,LUNES,ARGANZUELA,CALLE DE DELICIAS NUM 26,2018/6567,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 40 A 44 
2018-06-25,JUNIO,DE 10:00 A 10:59,LUNES,SALAMANCA,PASEO DE LA CASTELLANA NUM  66,2018/6787,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-06-25,JUNIO,DE 14:00 A 14:59,LUNES,BARAJAS,CALLE DEL BATEL NUM8,2018/6453,1,CHOQUE CON OBJETO FIJO                  ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-06-25,JUNIO,DE 15:00 A 15:59,LUNES,MONCLOA-ARAVACA,CALLE DEL MARQUES DE URQUIJO NUM  2,2018/6505,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 21 A 24 
2018-06-26,JUNIO,DE 4:00 A 4:59,MARTES,SAN BLAS,CALLE DE ETRURIA NUM  2,2018/6790,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HG                                      ,DE 40 A 44 
2018-06-26,JUNIO,DE 14:00 A 14:59,MARTES,ARGANZUELA,CALLE DEL MAESTRO ARBOS - PLAZA DE LEGAZPI 0,2018/6524,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,IL                                      ,DE 30 A 34 
2018-06-29,JUNIO,DE 9:00 A 9:59,VIERNES,CHAMARTIN,AVENIDA DE ALFONSO XIII NUM 38,2018/6657,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 55 A 59 
2018-06-29,JUNIO,DE 9:00 A 9:59,VIERNES,CHAMARTIN,PASEO DE LA CASTELLANA - PLAZA DE CUZCO 0,2018/6662,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 35 A 39 
2018-06-29,JUNIO,DE 10:00 A 10:59,VIERNES,FUENCARRAL-EL PARDO,CALLE DEL MONASTERIO DE OSEIRA NUM25,2018/6619,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HG                                      ,DE 60 A 64 
2018-06-29,JUNIO,DE 10:00 A 10:59,VIERNES,FUENCARRAL-EL PARDO,CALLE DEL MONASTERIO DE OSEIRA NUM25,2018/6619,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HG                                      ,DE 50 A 54 
2018-06-29,JUNIO,DE 13:00 A 13:59,VIERNES,USERA,AVENIDA DE SAN FERMIN - CALLE DE ANTEQUERA 0,2018/6997,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-06-29,JUNIO,DE 17:00 A 17:59,VIERNES,RETIRO,PASEO DEL FERNAN NUEZ ,2018/6643,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HG                                      ,DE 30 A 34 
2018-06-29,JUNIO,DE 19:00 A 19:59,VIERNES,SALAMANCA,CALLE DE ALCALA NUM96,2018/6761,1,ATROPELLO                               ,CONDUCTOR,NO ASIGNADO,NO ASIGNADA,DESCONOCIDA
2018-06-30,JUNIO,DE 13:00 A 13:59,SABADO,MONCLOA-ARAVACA,CALLE DE CADARSO - CALLE DE IRUN  0,2018/6727,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-06-30,JUNIO,DE 18:00 A 18:59,SABADO,PUENTE DE VALLECAS,AVENIDA DE LA ALBUFERA NUM  136,2018/6707,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 40 A 44 
2018-06-30,JUNIO,DE 20:00 A 20:59,SABADO,FUENCARRAL-EL PARDO,CALLE DEL MONASTERIO DE EL PAULAR NUM136,2018/6679,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HG                                      ,DE 10 A 14 
2018-07-01,JULIO,DE 15:00 A 15:59,DOMINGO,CENTRO,CALLE DE ALBERTO AGUILERA - CALLE DE BALTASAR GRACIAN  0,2018/7273,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,IL                                      ,DE 30 A 34 
2018-07-01,JULIO,DE 15:00 A 15:59,DOMINGO,SAN BLAS,CALLE DE AQUITANIA NUM2,2018/6709,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 35 A 39 
2018-07-01,JULIO,DE 21:00 A 21:59,DOMINGO,CARABANCHEL,PARQUE DE MADRID RIO (RIBERA OESTE) KM. 3650,2018/6776,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 25 A 29 
2018-07-02,JULIO,DE 19:00 A 19:59,LUNES,CHAMBERI,CALLE DE JOSE ABASCAL NUM40,2018/6829,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-07-02,JULIO,DE 19:00 A 19:59,LUNES,LATINA,CALLE DE VALMOJADO NUM99,2018/6955,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 45 A 49 
2018-07-04,JULIO,DE 1:00 A 1:59,MIERCOLES,CENTRO,CALLE DE ATOCHA NUM62,2018/6866,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 30 A 34 
2018-07-04,JULIO,DE 11:00 A 11:59,MIERCOLES,LATINA,CALLE DE ALLENDE0,2018/6936,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-07-05,JULIO,DE 9:00 A 9:59,JUEVES,CHAMBERI,CALLE DE SANTA ENGRACIA NUM 115,2018/6995,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 30 A 34 
2018-07-05,JULIO,DE 18:00 A 18:59,JUEVES,HORTALEZA,CALLE DE SANTA SUSANA NUM55,2018/7033,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-07-05,JULIO,DE 18:00 A 18:59,JUEVES,HORTALEZA,CALLE DE SANTA SUSANA NUM55,2018/7033,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 70 A 74 
2018-07-05,JULIO,DE 19:00 A 19:59,JUEVES,ARGANZUELA,PASEO DE LA ESPERANZA NUM12,2018/7013,2,ATROPELLO                               ,CONDUCTOR,HOMBRE,HL                                      ,DE 50 A 54 
2018-07-05,JULIO,DE 21:00 A 21:59,JUEVES,ARGANZUELA,PASEO DE LAS DELICIAS - PLAZA DEL EMPERADOR CARLOS V0,2018/7018,1,COLISION DOBLE                          ,CONDUCTOR,NO ASIGNADO,NO ASIGNADA,DESCONOCIDA
2018-07-05,JULIO,DE 21:00 A 21:59,JUEVES,CHAMBERI,CALLE DE SAN BERNARDO NUM98,2018/7012,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 21 A 24 
2018-07-06,JULIO,DE 8:00 A 8:59,VIERNES,CIUDAD LINEAL,CALLE DE ARTURO SORIA NUM220,2018/7138,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HG                                      ,DE 35 A 39 
2018-07-06,JULIO,DE 10:00 A 10:59,VIERNES,PUENTE DE VALLECAS,AVENIDA DE MIGUEL HERNANDEZ NUM96,2018/7212,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 40 A 44 
2018-07-06,JULIO,DE 19:00 A 19:59,VIERNES,CHAMBERI,CALLE DE JOSE ABASCAL NUM50,2018/7060,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-07-07,JULIO,DE 00:00 A 00:59,SABADO,CENTRO,CALLE DE HORTALEZA NUM26,2018/7577,2,ATROPELLO                               ,CONDUCTOR,MUJER,HL                                      ,DE 25 A 29 
2018-07-07,JULIO,DE 00:00 A 00:59,SABADO,SALAMANCA,CALLE DE ALCALA - CALLE DE ROBERTO DOMINGO 0,2018/7164,1,CHOQUE CON OBJETO FIJO                  ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-07-07,JULIO,DE 20:00 A 20:59,SABADO,RETIRO,CALLE DE ALFONSO XII NUM 30,2018/7091,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 18 A 20 
2018-07-08,JULIO,DE 10:00 A 10:59,DOMINGO,CENTRO,CALLE DE LAS HUERTAS NUM 13,2018/7125,1,ATROPELLO                               ,CONDUCTOR,HOMBRE,IL                                      ,DE 30 A 34 
2018-07-08,JULIO,DE 18:00 A 18:59,DOMINGO,CARABANCHEL,AVENIDA DEL MANZANARES NUM  58,2018/7106,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HG                                      ,DE 25 A 29 
2018-07-10,JULIO,DE 7:00 A 7:59,MARTES,ARGANZUELA,CALLE DE MELILLA - PASEO DE LAS ACACIAS 0,2018/7174,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-07-10,JULIO,DE 15:00 A 15:59,MARTES,MONCLOA-ARAVACA,PASEO DE LA VENTA NUM 1,2018/7260,1,CAIDA MOTOCICLETA                       ,CONDUCTOR,HOMBRE,IL                                      ,DE 21 A 24 
2018-07-10,JULIO,DE 19:00 A 19:59,MARTES,CHAMBERI,CALLE DE FUENCARRAL NUM  123,2018/7270,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 25 A 29 
2018-07-11,JULIO,DE 00:00 A 00:59,MIERCOLES,CHAMBERI,CALLE DE PONCE DE LEON - CALLE DE SANTA ENGRACIA 0,2018/7257,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 35 A 39 
2018-07-11,JULIO,DE 13:00 A 13:59,MIERCOLES,BARAJAS,AVENIDA DEL CONSEJO DE EUROPA NUM 2,2018/7286,1,ATROPELLO                               ,CONDUCTOR,HOMBRE,IL                                      ,DE 15 A 17 
2018-07-12,JULIO,DE 15:00 A 15:59,JUEVES,MORATALAZ,AVENIDA DEL DOCTOR GARCIA TAPIA NUM  216,2018/7345,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 21 A 24 
2018-07-12,JULIO,DE 18:00 A 18:59,JUEVES,VICALVARO,BULEVAR DE INDALECIO PRIETO NUM23,2018/7388,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 15 A 17 
2018-07-12,JULIO,DE 21:00 A 21:59,JUEVES,CHAMBERI,CALLE DE ELOY GONZALO - CALLE DEL GENERAL ALVAREZ DE CASTRO  0,2018/7396,2,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 25 A 29 
2018-07-13,JULIO,DE 00:00 A 00:59,VIERNES,RETIRO,PASEO DEL PRADO - PLAZA DE LA LEALTAD0,2018/7370,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,IL                                      ,DE 18 A 20 
2018-07-13,JULIO,DE 11:00 A 11:59,VIERNES,HORTALEZA,AVENIDA DE FRANCISCO JAVIER SÁENZ DE OIZA NUM 15,2018/7473,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-07-13,JULIO,DE 19:00 A 19:59,VIERNES,LATINA,CALLE DE LOS YEBENES NUM 30,2018/7412,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HG                                      ,DE 35 A 39 
2018-07-14,JULIO,DE 5:00 A 5:59,SABADO,CENTRO,CALLE DE LAS FUENTES - CALLE DEL ARENAL 0,2018/7468,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 21 A 24 
2018-07-14,JULIO,DE 14:00 A 14:59,SABADO,CARABANCHEL,AVENIDA DE LA PRINCESA JUANA DE AUSTRIA - AVENIDA DE LOS POBLADOS  0,2018/7594,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DESCONOCIDA
2018-07-14,JULIO,DE 16:00 A 16:59,SABADO,PUENTE DE VALLECAS,CALLE DEL PUERTO ALTO NUM27,2018/7570,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 21 A 24 
2018-07-16,JULIO,DE 13:00 A 13:59,LUNES,CHAMBERI,CALLE DE ZURBANO - PLAZA DE SAN JUAN DE LA CRUZ  0,2018/7526,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 50 A 54 
2018-07-16,JULIO,DE 17:00 A 17:59,LUNES,MORATALAZ,CALLE DEL ARROYO FONTARRON NUM 79,2018/7503,1,ATROPELLO                               ,CONDUCTOR,HOMBRE,IL                                      ,DE 25 A 29 
2018-07-17,JULIO,DE 21:00 A 21:59,MARTES,CENTRO,PASEO DEL PRADO NUM34,2018/7713,15,CAIDA VIAJERO BUS                       ,CONDUCTOR,HOMBRE,IL                                      ,DE 25 A 29 
2018-07-18,JULIO,DE 13:00 A 13:59,MIERCOLES,MONCLOA-ARAVACA,CALLE DE ARRIAZA - CUESTA DE SAN VICENTE0,2018/7919,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 21 A 24 
2018-07-19,JULIO,DE 10:00 A 10:59,JUEVES,RETIRO,CALLE DE FERNAN GONZALEZ NUM39,2018/7674,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-07-19,JULIO,DE 15:00 A 15:59,JUEVES,CHAMARTIN,PASEO DE LA CASTELLANA NUM  244,2018/7776,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HG                                      ,DE 55 A 59 
2018-07-19,JULIO,DE 16:00 A 16:59,JUEVES,CENTRO,CALLE DE ATOCHA NUM119,2018/8088,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 25 A 29 
2018-07-19,JULIO,DE 17:00 A 17:59,JUEVES,SALAMANCA,CALLE DE ALCALA - PLAZA DE LA INDEPENDENCIA0,2018/7769,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 25 A 29 
2018-07-19,JULIO,DE 19:00 A 19:59,JUEVES,CENTRO,CALLE DE TOLEDO NUM25,2018/8069,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 50 A 54 
