FECHA,MES,RANGO HORARIO,DIA SEMANA,DISTRITO,LUGAR DEL ACCIDENTE,NUM PARTE,NUM VICTIMAS,TIPO ACCIDENTE,TIPO PERSONA,SEXO,LESIVIDAD,Tramo Edad
2018-01-22,ENERO,DE 13:00 A 13:59,LUNES,TETUAN,CALLE DE LA INFANTA MERCEDES NUM  38,2018/928,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-01-24,ENERO,DE 9:00 A 9:59,MIERCOLES,CHAMBERI,CALLE DE SANTA ENGRACIA NUM 97,2018/987,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-01-24,ENERO,DE 19:00 A 19:59,MIERCOLES,ARGANZUELA,CALLE DE JAIME EL CONQUISTADOR - CALLE DEL PARROCO JULIO MORATE 0,2018/966,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 30 A 34 
2018-01-24,ENERO,DE 20:00 A 20:59,MIERCOLES,CHAMBERI,CALLE DE SANTA ENGRACIA NUM 33,2018/967,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-01-24,ENERO,DE 20:00 A 20:59,MIERCOLES,SAN BLAS,CARRIL  ANILLO VERDE CICLISTA KM. 13000,2018/980,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-01-24,ENERO,DE 20:00 A 20:59,MIERCOLES,SAN BLAS,CARRIL  ANILLO VERDE CICLISTA KM. 13000,2018/980,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 50 A 54 
2018-01-24,ENERO,DE 21:00 A 21:59,MIERCOLES,RETIRO,AUTOVIA  M-30 CALZADA 1 - AVENIDA DE LA CIUDAD DE BARCELONA,2018/963,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-01-24,ENERO,DE 22:00 A 22:59,MIERCOLES,ARGANZUELA,PARQUE DE MADRID RIO (RIBERA ESTE) KM.  6600,2018/991,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-01-26,ENERO,DE 15:00 A 15:59,VIERNES,MONCLOA-ARAVACA,CALLE DEL CERRO DE VALDECAHONDE NUM  15,2018/1043,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 10 A 14 
2018-01-26,ENERO,DE 22:00 A 22:59,VIERNES,VILLAVERDE,CALLE DE ENCARNACION OVIOL NUM 27,2018/1033,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 15 A 17 
2018-01-27,ENERO,DE 9:00 A 9:59,SABADO,USERA,AVENIDA DE LOS POBLADOS - CAMINO  VIEJO DE VILLAVERDE  0,2018/1088,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 55 A 59 
2018-01-27,ENERO,DE 13:00 A 13:59,SABADO,TETUAN,CALLE DEL COMANDANTE ZORITA NUM17,2018/1230,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-01-27,ENERO,DE 15:00 A 15:59,SABADO,CARABANCHEL,CARRIL  ANILLO VERDE CICLISTA KM. 32700,2018/1044,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 50 A 54 
2018-01-27,ENERO,DE 19:00 A 19:59,SABADO,CIUDAD LINEAL,CALLE DE JOSE DEL HIERRO NUM3,2018/1277,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 40 A 44 
2018-01-28,ENERO,DE 12:00 A 12:59,DOMINGO,SAN BLAS,CALLE DE SOFIA NUM 7,2018/1100,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 50 A 54 
2018-01-28,ENERO,DE 16:00 A 16:59,DOMINGO,RETIRO,PLAZA DEL MAESTRO VILLA  0,2018/1104,2,COLISION DOBLE                          ,CONDUCTOR,MUJER,HG                                      ,DE 40 A 44 
2018-01-28,ENERO,DE 16:00 A 16:59,DOMINGO,RETIRO,PLAZA DEL MAESTRO VILLA  0,2018/1104,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 10 A 14 
2018-01-28,ENERO,DE 22:00 A 22:59,DOMINGO,CENTRO,CALLE DE GENOVA - PLAZA DE ALONSO MARTINEZ 0,2018/1080,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 21 A 24 
2018-01-29,ENERO,DE 15:00 A 15:59,LUNES,VILLA DE VALLECAS,CALLE DE SIERRA GORDA - PLAZA DE JUAN DE MALASAA0,2018/1170,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 50 A 54 
2018-01-29,ENERO,DE 19:00 A 19:59,LUNES,CHAMARTIN,CALLE DE BALBINA VALVERDE - CALLE DE JOAQUIN COSTA  0,2018/1160,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 18 A 20 
2018-01-29,ENERO,DE 21:00 A 21:59,LUNES,SALAMANCA,CALLE DE HERMOSILLA - CALLE DE NUEZ DE BALBOA0,2018/1171,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 25 A 29 
2018-01-30,ENERO,DE 9:00 A 9:59,MARTES,HORTALEZA,AVENIDA DE SAN LUIS NUM  53,2018/1221,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 70 A 74 
2018-01-30,ENERO,DE 13:00 A 13:59,MARTES,CENTRO,CALLE DEL ESPEJO NUM  12,2018/1245,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 21 A 24 
2018-01-31,ENERO,DE 18:00 A 18:59,MIERCOLES,MORATALAZ,CALLE  ARROYO DE LA MEDIA LEGUA NUM  8,2018/1244,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 15 A 17 
2018-02-01,FEBRERO,DE 8:00 A 8:59,JUEVES,SAN BLAS,CALLE DE AMPOSTA - CALLE DE POBLADURA DEL VALLE  0,2018/1253,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 35 A 39 
2018-02-01,FEBRERO,DE 15:00 A 15:59,JUEVES,CENTRO,PLAZA DE TIRSO DE MOLINA NUM12,2018/1441,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 15 A 17 
2018-02-01,FEBRERO,DE 19:00 A 19:59,JUEVES,VICALVARO,CALLE DE CORDEL DE PAVONES NUM 44,2018/1247,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 15 A 17 
2018-02-02,FEBRERO,DE 13:00 A 13:59,VIERNES,CHAMBERI,GLORIETA DE CUATRO CAMINOS NUM 1,2018/1300,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-02-02,FEBRERO,DE 19:00 A 19:59,VIERNES,SALAMANCA,CALLE DE VILLANUEVA NUM  2,2018/1341,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 18 A 20 
2018-02-02,FEBRERO,DE 20:00 A 20:59,VIERNES,CHAMBERI,CALLE DE ELOY GONZALO - GLORIETA DE QUEVEDO0,2018/1306,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 25 A 29 
2018-02-04,FEBRERO,DE 5:00 A 5:59,DOMINGO,SALAMANCA,CALLE DE VELAZQUEZ NUM30,2018/1346,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-02-05,FEBRERO,DE 17:00 A 17:59,LUNES,RETIRO,AVENIDA DE LA ALBUFERA - AVENIDA DE LA CIUDAD DE BARCELONA0,2018/1383,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 55 A 59 
2018-02-06,FEBRERO,DE 9:00 A 9:59,MARTES,SALAMANCA,CALLE DE ALCALA - CALLE DE O'DONNELL 0,2018/1460,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 30 A 34 
2018-02-06,FEBRERO,DE 12:00 A 12:59,MARTES,CHAMBERI,CALLE DE ALMAGRO NUM  22,2018/1459,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 50 A 54 
2018-02-06,FEBRERO,DE 17:00 A 17:59,MARTES,CIUDAD LINEAL,CALLE DE GARCIA QUINTANILLA - CALLE DEL GENERAL ARANAZ 0,2018/1475,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 30 A 34 
2018-02-07,FEBRERO,DE 19:00 A 19:59,MIERCOLES,CENTRO,PASEO DEL PRADO - PLAZA DE CANOVAS DEL CASTILLO  0,2018/1522,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-02-08,FEBRERO,DE 18:00 A 18:59,JUEVES,SALAMANCA,PASEO DE LA CASTELLANA NUM  48,2018/1524,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 18 A 20 
2018-02-08,FEBRERO,DE 19:00 A 19:59,JUEVES,CENTRO,CALLE  GRAN VIA NUM32,2018/1621,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 35 A 39 
2018-02-09,FEBRERO,DE 12:00 A 12:59,VIERNES,SALAMANCA,CALLE DE VELAZQUEZ NUM28,2018/1607,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-02-10,FEBRERO,DE 19:00 A 19:59,SABADO,CENTRO,CALLE DE ARGUMOSA NUM 28,2018/1658,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-02-12,FEBRERO,DE 13:00 A 13:59,LUNES,CENTRO,CALLE  GRAN VIA NUM37,2018/1995,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-02-13,FEBRERO,DE 8:00 A 8:59,MARTES,CHAMBERI,CALLE DE JOSE ABASCAL - CALLE DE SANTA ENGRACIA  0,2018/1712,1,ATROPELLO                               ,CONDUCTOR,HOMBRE,IL                                      ,DE 25 A 29 
2018-02-14,FEBRERO,DE 2:00 A 2:59,MIERCOLES,RETIRO,CALLE DE O'DONNELL - CALLE DEL DOCTOR ESQUERDO0,2018/1730,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 21 A 24 
2018-02-14,FEBRERO,DE 18:00 A 18:59,MIERCOLES,CHAMBERI,CALLE DE BRAVO MURILLO NUM  9,2018/1798,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-02-14,FEBRERO,DE 21:00 A 21:59,MIERCOLES,SALAMANCA,CALLE DE GOYA - PASEO DE LA CASTELLANA  0,2018/1785,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,IL                                      ,DE 21 A 24 
2018-02-15,FEBRERO,DE 4:00 A 4:59,JUEVES,RETIRO,CALLE DE ALFONSO XII NUM 68,2018/1774,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 21 A 24 
2018-02-15,FEBRERO,DE 18:00 A 18:59,JUEVES,MONCLOA-ARAVACA,CALLE DE FERRAZ NUM5,2018/1832,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 35 A 39 
2018-02-15,FEBRERO,DE 20:00 A 20:59,JUEVES,SAN BLAS,CALLE DE ALBASANZ NUM 71,2018/1827,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 10 A 14 
2018-02-16,FEBRERO,DE 9:00 A 9:59,VIERNES,CENTRO,PLAZA DE LA PUERTA DEL SOL NUM 1,2018/1908,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-02-18,FEBRERO,DE 3:00 A 3:59,DOMINGO,CARABANCHEL,CALLE DE LA VIA NUM48,2018/1867,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 21 A 24 
2018-02-18,FEBRERO,DE 12:00 A 12:59,DOMINGO,VILLA DE VALLECAS,AVENIDA DEL MAYORAZGO - CALLE DE VILLAMANTA0,2018/1948,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 60 A 64 
2018-02-19,FEBRERO,DE 13:00 A 13:59,LUNES,HORTALEZA,CALLE DE ARTURO SORIA - CAMINO DE LA HUERTA0,2018/1943,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-02-21,FEBRERO,DE 9:00 A 9:59,MIERCOLES,TETUAN,CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE - PASEO DE LA CASTELLANA 0,2018/2279,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-02-21,FEBRERO,DE 18:00 A 18:59,MIERCOLES,CIUDAD LINEAL,CALLE DE ASCAO NUM 45,2018/2011,1,CHOQUE CON OBJETO FIJO                  ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-02-22,FEBRERO,DE 7:00 A 7:59,JUEVES,RETIRO,CALLE DE MAIQUEZ - CALLE DEL ALCALDE SAINZ DE BARANDA  0,2018/2054,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 50 A 54 
2018-02-22,FEBRERO,DE 13:00 A 13:59,JUEVES,FUENCARRAL-EL PARDO,CARRETERA DE FUENCARRAL A ALCOBENDAS KM.1200,2018/2058,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-02-22,FEBRERO,DE 14:00 A 14:59,JUEVES,PUENTE DE VALLECAS,AVENIDA DE BUENOS AIRES - AVENIDA DE MIGUEL HERNANDEZ  0,2018/2179,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-02-23,FEBRERO,DE 12:00 A 12:59,VIERNES,USERA,CALLE DE DOLORES BARRANCO - CALLE DEL OLVIDO  0,2018/2252,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-02-23,FEBRERO,DE 13:00 A 13:59,VIERNES,CENTRO,CALLE DE LA BENEFICENCIA NUM8,2018/2371,1,ATROPELLO                               ,CONDUCTOR,HOMBRE,IL                                      ,DESCONOCIDA
2018-02-24,FEBRERO,DE 14:00 A 14:59,SABADO,CHAMARTIN,CALLE DEL PADRE DAMIAN NUM  5,2018/2258,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-02-24,FEBRERO,DE 20:00 A 20:59,SABADO,PUENTE DE VALLECAS,CALLE DE BENJAMIN PALENCIA NUM 18,2018/2189,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 55 A 59 
2018-02-25,FEBRERO,DE 10:00 A 10:59,DOMINGO,LATINA,PARQUE DE LA CASA DE CAMPO  0,2018/2156,2,ATROPELLO                               ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-02-25,FEBRERO,DE 12:00 A 12:59,DOMINGO,SAN BLAS,AVENIDA DE CANILLEJAS A VICALVARO NUM1,2018/2142,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HG                                      ,DE 45 A 49 
2018-02-25,FEBRERO,DE 23:00 A 23:59,DOMINGO,SALAMANCA,CALLE DE ALCALA - CALLE DE VELAZQUEZ 0,2018/2313,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-02-26,FEBRERO,DE 19:00 A 19:59,LUNES,CHAMBERI,CALLE DE ALONSO CANO - CALLE DE CRISTOBAL BORDIU 0,2018/2226,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 35 A 39 
2018-02-26,FEBRERO,DE 21:00 A 21:59,LUNES,RETIRO,CALLE DEL DOCTOR VELASCO NUM4,2018/2216,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-02-27,FEBRERO,DE 13:00 A 13:59,MARTES,CENTRO,CALLE DE LA CAVA BAJA NUM25,2018/2589,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 40 A 44 
2018-02-28,FEBRERO,DE 2:00 A 2:59,MIERCOLES,CENTRO,CALLE DE TRIBULETE - PLAZA DE LAVAPIES  0,2018/2251,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-03-02,MARZO,DE 16:00 A 16:59,VIERNES,CARABANCHEL,AVENIDA DE OPORTO - CALLE DE FRANCISCO DE ICAZA  0,2018/2411,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,IL                                      ,DE 10 A 14 
2018-03-02,MARZO,DE 16:00 A 16:59,VIERNES,CARABANCHEL,AVENIDA DE OPORTO - CALLE DE FRANCISCO DE ICAZA  0,2018/2411,1,COLISION DOBLE                          ,VIAJERO,HOMBRE,HL                                      ,DE 6 A 9  
2018-03-02,MARZO,DE 18:00 A 18:59,VIERNES,RETIRO,PLAZA DEL DOCTOR LAGUNA NUM 13,2018/2418,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 15 A 17 
2018-03-03,MARZO,DE 6:00 A 6:59,SABADO,CENTRO,CALLE DE ALCALA NUM45,2018/2629,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-03-09,MARZO,DE 13:00 A 13:59,VIERNES,SALAMANCA,CALLE DE ALCALA NUM198,2018/2764,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 35 A 39 
2018-03-09,MARZO,DE 22:00 A 22:59,VIERNES,SALAMANCA,CALLE DE ALCALA - PLAZA DE MANUEL BECERRA  0,2018/2880,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 18 A 20 
2018-03-10,MARZO,DE 21:00 A 21:59,SABADO,SALAMANCA,PLAZA DE LA INDEPENDENCIA NUM  4,2018/2741,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HG                                      ,DE 25 A 29 
2018-03-11,MARZO,DE 14:00 A 14:59,DOMINGO,CENTRO,PLAZA DEL EMPERADOR CARLOS V NUM  8,2018/2797,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-03-11,MARZO,DE 18:00 A 18:59,DOMINGO,CENTRO,CALLE DE CARRETAS NUM 11,2018/2789,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 30 A 34 
2018-03-11,MARZO,DE 18:00 A 18:59,DOMINGO,CENTRO,PLAZA DE TIRSO DE MOLINA NUM10,2018/2822,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-03-11,MARZO,DE 19:00 A 19:59,DOMINGO,TETUAN,CALLE DE JUAN PANTOJA - CALLE DEL TOPETE0,2018/2830,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-03-12,MARZO,DE 20:00 A 20:59,LUNES,ARGANZUELA,GLORIETA DE LAS PIRAMIDES - PASEO  IMPERIAL ,2018/2842,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-03-13,MARZO,DE 12:00 A 12:59,MARTES,CHAMARTIN,CALLE DE GUSTAVO FERNANDEZ BALBUENA NUM 11,2018/2847,1,ATROPELLO                               ,CONDUCTOR,HOMBRE,IL                                      ,DE 25 A 29 
2018-03-13,MARZO,DE 15:00 A 15:59,MARTES,PUENTE DE VALLECAS,CAMINO DE VALDERRIBAS NUM113,2018/2863,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 25 A 29 
2018-03-14,MARZO,DE 13:00 A 13:59,MIERCOLES,CENTRO,PLAZA DE LA PUERTA DEL SOL NUM 4,2018/2891,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 65 A 69 
2018-03-14,MARZO,DE 19:00 A 19:59,MIERCOLES,CENTRO,CALLE DE CARRANZA NUM 25,2018/2902,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-03-15,MARZO,DE 22:00 A 22:59,JUEVES,RETIRO,CALLE DE CLAUDIO MOYANO NUM 2,2018/2942,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-03-16,MARZO,DE 11:00 A 11:59,VIERNES,USERA,CAMINO DE PERALES NUM 20,2018/3057,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HG                                      ,DE 50 A 54 
2018-03-16,MARZO,DE 14:00 A 14:59,VIERNES,RETIRO,PASEO DEL FERNAN NUEZ0,2018/2946,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-03-16,MARZO,DE 15:00 A 15:59,VIERNES,TETUAN,PASEO DE LA DIRECCION NUM285,2018/3069,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-03-20,MARZO,DE 11:00 A 11:59,MARTES,SALAMANCA,CALLE DE SERRANO NUM  91,2018/3154,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 21 A 24 
2018-03-21,MARZO,DE 11:00 A 11:59,MIERCOLES,MORATALAZ,CALLE DE FOBOS NUM 17,2018/3147,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 15 A 17 
2018-03-21,MARZO,DE 12:00 A 12:59,MIERCOLES,FUENCARRAL-EL PARDO,CARRETERA DE PARDO A FUENCARRAL KM.  3500,2018/3146,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE MAS DE 74  
2018-03-23,MARZO,DE 10:00 A 10:59,VIERNES,LATINA,CALLE DE LAS FLAUTAS - CALLE DE LOS CLARINETES0,2018/3266,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 65 A 69 
2018-03-25,MARZO,DE 13:00 A 13:59,DOMINGO,PUENTE DE VALLECAS,AVENIDA DE BUENOS AIRES - CALLE DE MOGAMBO 0,2018/3334,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 50 A 54 
2018-03-26,MARZO,DE 22:00 A 22:59,LUNES,CARABANCHEL,AVENIDA DE LOS POBLADOS - CALLE DE VENTURA DIAZ BERNARDO  0,2018/3317,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 18 A 20 
2018-03-27,MARZO,DE 16:00 A 16:59,MARTES,MONCLOA-ARAVACA,PLAZA DE LAS MORERAS NUM 1,2018/3309,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 55 A 59 
2018-03-27,MARZO,DE 16:00 A 16:59,MARTES,MONCLOA-ARAVACA,PLAZA DE LAS MORERAS NUM 1,2018/3309,2,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 50 A 54 
2018-03-27,MARZO,DE 17:00 A 17:59,MARTES,LATINA,CALLE DE CEBREROS NUM 9,2018/3340,2,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 25 A 29 
2018-03-27,MARZO,DE 18:00 A 18:59,MARTES,SAN BLAS,CALLE DE ESTOCOLMO - CARRIL  ANILLO VERDE CICLISTA  0,2018/3312,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HG                                      ,DE 45 A 49 
2018-03-28,MARZO,DE 13:00 A 13:59,MIERCOLES,ARGANZUELA,PARQUE DE MADRID RIO (RIBERA ESTE) KM.  6000,2018/3344,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 6 A 9  
2018-03-28,MARZO,DE 13:00 A 13:59,MIERCOLES,ARGANZUELA,PARQUE DE MADRID RIO (RIBERA ESTE) KM.  6000,2018/3344,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 10 A 14 
2018-03-29,MARZO,DE 11:00 A 11:59,JUEVES,ARGANZUELA,CALLE DE LA BATALLA DEL SALADO - CALLE DEL GENERAL PALANCA0,2018/3360,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-03-31,MARZO,DE 13:00 A 13:59,SABADO,RETIRO,AVENIDA DE LA CIUDAD DE BARCELONA NUM108,2018/3386,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 21 A 24 
2018-04-01,ABRIL,DE 3:00 A 3:59,DOMINGO,CHAMBERI,CALLE DE SANTA ENGRACIA NUM 82,2018/3423,1,CHOQUE CON OBJETO FIJO                  ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-04-01,ABRIL,DE 22:00 A 22:59,DOMINGO,RETIRO,AVENIDA DE LA CIUDAD DE BARCELONA NUM208,2018/3399,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 18 A 20 
2018-04-02,ABRIL,DE 15:00 A 15:59,LUNES,RETIRO,AVENIDA DE LA CIUDAD DE BARCELONA NUM144,2018/3404,1,ATROPELLO                               ,CONDUCTOR,HOMBRE,IL                                      ,DE 25 A 29 
2018-04-02,ABRIL,DE 18:00 A 18:59,LUNES,RETIRO,PASEO DE LA INFANTA ISABEL - PLAZA DEL EMPERADOR CARLOS V 0,2018/3416,1,ATROPELLO                               ,CONDUCTOR,HOMBRE,IL                                      ,DE 40 A 44 
2018-04-03,ABRIL,DE 8:00 A 8:59,MARTES,PUENTE DE VALLECAS,AVENIDA DE LA ALBUFERA NUM  7,2018/3430,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HG                                      ,DE 55 A 59 
2018-04-03,ABRIL,DE 9:00 A 9:59,MARTES,RETIRO,AVENIDA DE LA CIUDAD DE BARCELONA - AVENIDA DE MENENDEZ PELAYO  0,2018/3432,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-04-04,ABRIL,DE 21:00 A 21:59,MIERCOLES,CENTRO,CALLE  MAYOR - CALLE DE BAILEN 0,2018/3484,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-04-05,ABRIL,DE 9:00 A 9:59,JUEVES,CENTRO,CUESTA DE LA VEGA - PASEO DE LA CIUDAD DE PLASENCIA 0,2018/3634,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 50 A 54 
2018-04-05,ABRIL,DE 11:00 A 11:59,JUEVES,MONCLOA-ARAVACA,AVENIDA DE PUERTA DE HIERRO NUM19,2018/3541,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-04-06,ABRIL,DE 3:00 A 3:59,VIERNES,CENTRO,CALLE DEL CASINO NUM  16,2018/3537,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-04-06,ABRIL,DE 10:00 A 10:59,VIERNES,MONCLOA-ARAVACA,CALLE DE FRANCISCO Y JACINTO ALCANTARA - PASEO DE CAMOENS Y VALERO 0,2018/3544,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HG                                      ,DE 50 A 54 
